,KIC,n,l,Freq,e_Freq,E_Freq,Amp,e_Amp,E_Amp,Width,e_Width,E_Width,l_lnK,lnK,source,f,f_e,g,g_e,A,A_e,H,H_e,flag
1733,9139151,26,1,3264.95,0.55,0.53,,,,,,,>,6.0,L,3264.850149444702,0.349796006030277,4.6306260301965905,0.9179680966724038,2.2686819075833844,0.15556799647675768,0.7087992113860124,0.12410031902398698,
1734,9139151,27,1,3381.84,1.08,1.23,,,,,,,,2.2,L,3382.623760410982,0.6126161885564727,3.299611343021441,1.5135659028420196,1.353665236575976,0.2149509915410768,0.35766139002416064,0.18430917862600074,
1735,9139163,10,2,981.57,0.55,2.43,,,,,,,,-0.49,L,,,,,,,,,empty
1736,9139163,11,0,985.77,0.41,0.34,0.85,0.15,0.15,0.73,0.42,1.14,>,6.0,L,,,,,,,,,empty
1737,9139163,11,1,1023.31,0.27,0.23,,,,,,,>,6.0,L,,,,,,,,,empty
1738,9139163,11,2,1061.32,2.04,1.13,,,,,,,,0.56,L,,,,,,,,,empty
1739,9139163,12,0,1065.2,0.24,0.27,1.35,0.09,0.14,1.69,0.42,0.57,>,6.0,L,,,,,,,,,empty
1740,9139163,12,1,1102.2,0.19,0.23,,,,,,,>,6.0,L,,,,,,,,,empty
1741,9139163,12,2,1138.21,0.72,1.03,,,,,,,,0.33,L,,,,,,,,,empty
1742,9139163,13,0,1143.06,0.16,0.17,1.55,0.11,0.09,1.56,0.32,0.37,>,6.0,L,,,,,,,,,empty
1743,9139163,13,1,1179.7,0.16,0.18,,,,,,,>,6.0,L,,,,,,,,,empty
1744,9139163,13,2,1215.88,0.65,0.63,,,,,,,>,6.0,L,,,,,,,,,empty
1745,9139163,14,0,1221.33,0.26,0.28,2.15,0.1,0.09,3.1,0.48,0.53,>,6.0,L,,,,,,,,,empty
1746,9139163,14,1,1258.73,0.2,0.23,,,,,,,>,6.0,L,,,,,,,,,empty
1747,9139163,14,2,1295.97,0.75,0.88,,,,,,,>,6.0,L,,,,,,,,,empty
1748,9139163,15,0,1301.75,0.17,0.2,2.33,0.1,0.1,2.95,0.38,0.36,>,6.0,L,,,,,,,,,empty
1749,9139163,15,1,1339.84,0.22,0.2,,,,,,,>,6.0,L,,,,,,,,,empty
1750,9139163,15,2,1377.47,0.66,0.58,,,,,,,>,6.0,L,,,,,,,,,empty
1751,9139163,16,0,1383.24,0.19,0.18,2.72,0.1,0.09,3.43,0.4,0.31,>,6.0,L,,,,,,,,,empty
1752,9139163,16,1,1421.72,0.14,0.17,,,,,,,>,6.0,L,,,,,,,,,empty
1753,9139163,16,2,1457.97,0.66,0.62,,,,,,,>,6.0,L,,,,,,,,,empty
1754,9139163,17,0,1464.44,0.2,0.19,3.28,0.09,0.11,4.19,0.41,0.39,>,6.0,L,,,,,,,,,empty
1755,9139163,17,1,1502.13,0.15,0.17,,,,,,,>,6.0,L,,,,,,,,,empty
1756,9139163,17,2,1538.9,0.59,0.52,,,,,,,>,6.0,L,,,,,,,,,empty
1757,9139163,18,0,1544.73,0.21,0.2,3.65,0.1,0.1,4.54,0.46,0.32,>,6.0,L,,,,,,,,,empty
1758,9139163,18,1,1582.12,0.15,0.17,,,,,,,>,6.0,L,,,,,,,,,empty
1759,9139163,18,2,1619.09,0.6,0.6,,,,,,,>,6.0,L,,,,,,,,,empty
1760,9139163,19,0,1624.22,0.24,0.21,3.86,0.12,0.09,5.32,0.36,0.42,>,6.0,L,,,,,,,,,empty
1761,9139163,19,1,1661.93,0.17,0.2,,,,,,,>,6.0,L,,,,,,,,,empty
1762,9139163,19,2,1698.17,0.48,0.46,,,,,,,>,6.0,L,,,,,,,,,empty
1763,9139163,20,0,1704.09,0.24,0.24,3.98,0.13,0.06,5.57,0.5,0.3,>,6.0,L,,,,,,,,,empty
1764,9139163,20,1,1742.58,0.18,0.15,,,,,,,>,6.0,L,,,,,,,,,empty
1765,9139163,20,2,1779.69,0.58,0.58,,,,,,,>,6.0,L,,,,,,,,,empty
1766,9139163,21,0,1785.6,0.23,0.21,3.67,0.1,0.1,4.88,0.47,0.34,>,6.0,L,,,,,,,,,empty
1767,9139163,21,1,1824.47,0.17,0.17,,,,,,,>,6.0,L,,,,,,,,,empty
1768,9139163,21,2,1861.24,0.82,0.75,,,,,,,>,6.0,L,,,,,,,,,empty
1769,9139163,22,0,1867.44,0.23,0.23,3.33,0.08,0.1,5.51,0.37,0.49,>,6.0,L,,,,,,,,,empty
