,KIC,n,l,Freq,e_Freq,E_Freq,Amp,e_Amp,E_Amp,Width,e_Width,E_Width,l_lnK,lnK,source
1930,9414417,14,2,963.14,0.9,0.9,,,,,,,>,6.0,L
1931,9414417,15,0,966.6,0.27,0.3,4.51,0.15,0.22,4.18,0.51,0.48,>,6.0,L
1932,9414417,15,1,992.99,0.17,0.18,,,,,,,>,6.0,L
1933,9414417,15,2,1021.27,0.51,0.44,,,,,,,>,6.0,L
1934,9414417,16,0,1025.66,0.21,0.21,5.27,0.2,0.2,3.4,0.37,0.47,>,6.0,L
1935,9414417,16,1,1051.23,0.16,0.16,,,,,,,>,6.0,L
1936,9414417,16,2,1080.45,0.6,0.46,,,,,,,>,6.0,L
1937,9414417,17,0,1084.74,0.16,0.17,5.66,0.2,0.2,3.13,0.42,0.39,>,6.0,L
1938,9414417,17,1,1110.9,0.13,0.13,,,,,,,>,6.0,L
1939,9414417,17,2,1139.94,0.43,0.41,,,,,,,>,6.0,L
1940,9414417,18,0,1144.49,0.23,0.22,5.58,0.19,0.23,3.16,0.32,0.48,>,6.0,L
1941,9414417,18,1,1170.72,0.14,0.15,,,,,,,>,6.0,L
1942,9414417,18,2,1199.84,0.46,0.46,,,,,,,>,6.0,L
1943,9414417,19,0,1204.83,0.18,0.19,5.37,0.24,0.15,3.36,0.37,0.33,>,6.0,L
1944,9414417,19,1,1231.81,0.16,0.15,,,,,,,>,6.0,L
1945,9414417,19,2,1261.27,0.51,0.53,,,,,,,>,6.0,L
1946,9414417,20,0,1265.87,0.28,0.27,5.05,0.18,0.2,4.19,0.47,0.34,>,6.0,L
1947,9414417,20,1,1292.79,0.19,0.19,,,,,,,>,6.0,L
1948,9414417,20,2,1322.63,0.56,0.52,,,,,,,>,6.0,L
1949,9414417,21,0,1327.01,0.25,0.24,4.55,0.19,0.15,3.86,0.43,0.45,>,6.0,L
1950,9414417,21,1,1353.75,0.22,0.24,,,,,,,>,6.0,L
1951,9414417,21,2,1383.15,0.74,0.67,,,,,,,>,6.0,L
1952,9414417,22,0,1387.37,0.36,0.39,4.17,0.16,0.18,5.04,0.44,0.67,>,6.0,L
1953,9414417,22,1,1414.26,0.3,0.27,,,,,,,>,6.0,L
1954,9414417,22,2,1442.16,1.12,1.02,,,,,,,,2.23,L
1955,9414417,23,0,1448.09,0.35,0.36,3.25,0.11,0.21,4.97,0.93,0.67,>,6.0,L
1956,9414417,23,1,1475.52,0.38,0.45,,,,,,,>,6.0,L
1957,9414417,23,2,1503.28,1.13,1.09,,,,,,,,1.66,L
1958,9414417,24,0,1508.09,0.91,0.87,3.17,0.15,0.17,6.56,0.77,1.0,>,6.0,L
1959,9414417,24,1,1537.51,0.48,0.49,,,,,,,>,6.0,L
1960,9414417,24,2,1564.53,1.53,1.33,,,,,,,,0.86,L
1961,9414417,25,0,1570.46,0.56,0.62,2.44,0.21,0.13,5.18,0.98,1.57,,3.97,L
1962,9414417,25,1,1597.81,0.78,0.72,,,,,,,,3.03,L
1963,9414417,25,2,1627.12,2.06,2.05,,,,,,,,-0.08,L
1964,9414417,26,0,1632.29,1.1,1.28,1.65,0.18,0.18,4.94,1.25,1.88,,2.99,L
1965,9414417,26,1,1657.35,1.28,1.29,,,,,,,,2.65,L
1966,9414417,26,2,1690.31,2.2,2.78,,,,,,,,-0.68,L
1967,9414417,27,0,1694.0,1.4,1.37,1.48,0.17,0.17,5.33,1.76,2.33,,1.88,L
1968,9414417,27,1,1720.46,1.85,1.71,,,,,,,,1.95,L
1969,9812850,10,1,755.36,1.02,0.91,,,,,,,,2.2,L
1970,9812850,10,2,784.32,1.02,2.11,,,,,,,,-0.0,L
1971,9812850,11,0,787.72,0.84,0.8,2.02,0.2,0.18,4.3,1.22,2.03,,2.69,L
1972,9812850,11,1,814.61,1.15,1.13,,,,,,,,2.95,L
1973,9812850,11,2,845.52,1.9,1.73,,,,,,,,0.34,L
1974,9812850,12,0,849.17,0.85,0.87,2.48,0.23,0.19,7.75,2.01,1.68,,3.14,L
1975,9812850,12,1,876.31,0.64,0.64,,,,,,,,4.04,L
1976,9812850,12,2,909.16,1.32,1.37,,,,,,,,2.03,L
1977,9812850,13,0,912.54,0.48,0.49,3.03,0.17,0.21,5.1,1.13,0.71,>,6.0,L
1978,9812850,13,1,940.38,0.37,0.42,,,,,,,>,6.0,L
1979,9812850,13,2,975.1,0.75,0.95,,,,,,,>,6.0,L
1980,9812850,14,0,976.62,0.45,0.41,3.38,0.2,0.17,4.8,0.85,0.68,>,6.0,L
1981,9812850,14,1,1006.38,0.31,0.27,,,,,,,>,6.0,L
1982,9812850,14,2,1037.56,2.22,1.0,,,,,,,,1.99,L
1983,9812850,15,0,1042.46,0.32,0.34,3.74,0.17,0.21,4.76,0.8,0.93,>,6.0,L
1984,9812850,15,1,1071.4,0.27,0.26,,,,,,,>,6.0,L
1985,9812850,15,2,1102.17,0.99,0.95,,,,,,,>,6.0,L
1986,9812850,16,0,1107.12,0.34,0.39,4.38,0.19,0.2,5.21,0.73,0.69,>,6.0,L
1987,9812850,16,1,1135.02,0.23,0.23,,,,,,,>,6.0,L
1988,9812850,16,2,1164.46,0.84,0.7,,,,,,,,3.94,L
1989,9812850,17,0,1170.28,0.22,0.23,4.64,0.16,0.23,4.31,0.52,0.47,>,6.0,L
1990,9812850,17,1,1198.63,0.22,0.24,,,,,,,>,6.0,L
1991,9812850,17,2,1229.08,0.88,0.81,,,,,,,>,6.0,L
1992,9812850,18,0,1233.87,0.34,0.42,4.97,0.24,0.17,6.4,0.72,0.54,>,6.0,L
1993,9812850,18,1,1263.3,0.25,0.23,,,,,,,>,6.0,L
1994,9812850,18,2,1294.21,0.28,0.67,,,,,,,>,6.0,L
1995,9812850,19,0,1298.56,0.25,0.27,4.57,0.18,0.2,4.7,0.45,0.5,>,6.0,L
1996,9812850,19,1,1328.98,0.23,0.22,,,,,,,>,6.0,L
1997,9812850,19,2,1359.42,0.89,0.77,,,,,,,>,6.0,L
1998,9812850,20,0,1364.36,0.33,0.34,4.19,0.19,0.18,4.69,0.45,0.8,>,6.0,L
1999,9812850,20,1,1395.18,0.26,0.24,,,,,,,>,6.0,L
2000,9812850,20,2,1425.38,0.93,0.95,,,,,,,,2.5,L
2001,9812850,21,0,1430.41,0.41,0.43,4.12,0.18,0.19,5.47,0.63,0.61,>,6.0,L
2002,9812850,21,1,1461.17,0.31,0.33,,,,,,,>,6.0,L
2003,9812850,21,2,1491.27,1.15,1.07,,,,,,,>,6.0,L
2004,9812850,22,0,1495.54,0.6,0.65,3.41,0.17,0.17,6.29,0.59,0.95,>,6.0,L
2005,9812850,22,1,1527.42,0.44,0.46,,,,,,,,4.97,L
2006,9812850,22,2,1557.51,1.23,1.56,,,,,,,>,6.0,L
2007,9812850,23,0,1560.81,1.03,0.75,3.3,0.18,0.16,8.62,0.98,0.94,>,6.0,L
2008,9812850,23,1,1592.1,0.58,0.62,,,,,,,>,6.0,L
2009,9812850,23,2,1624.6,0.74,1.02,,,,,,,>,6.0,L
2010,9812850,24,0,1625.87,0.67,0.39,2.93,0.18,0.13,7.3,1.08,0.8,>,6.0,L
2011,9812850,24,1,1659.39,0.62,0.7,,,,,,,>,6.0,L
2012,9812850,24,2,1688.67,1.52,1.88,,,,,,,>,6.0,L
2013,9812850,25,0,1692.76,1.56,1.1,2.36,0.17,0.14,7.95,1.21,1.62,,3.85,L
2014,9812850,25,1,1724.46,0.93,0.99,,,,,,,,2.35,L
2015,9812850,25,2,1755.23,0.77,1.67,,,,,,,,0.76,L
2016,9812850,26,0,1760.02,1.22,0.66,2.06,0.14,0.14,7.89,1.57,1.62,>,6.0,L
2017,9812850,26,1,1790.49,1.14,1.06,,,,,,,,3.0,L
2018,9955598,16,2,2832.03,0.79,0.97,,,,,,,,0.33,L
2019,9955598,17,0,2842.75,0.09,0.09,1.06,0.14,0.11,0.45,0.14,0.31,>,6.0,L
2020,9955598,17,1,2915.39,0.17,0.19,,,,,,,>,6.0,L
2021,9955598,17,2,2984.48,0.29,0.3,,,,,,,>,6.0,L
2022,9955598,18,0,2995.29,0.14,0.13,1.41,0.11,0.11,0.99,0.25,0.24,>,6.0,L
2023,9955598,18,1,3067.69,0.1,0.1,,,,,,,>,6.0,L
2024,9955598,18,2,3137.43,0.21,0.22,,,,,,,,2.11,L
2025,9955598,19,0,3147.49,0.05,0.06,1.6,0.09,0.12,0.64,0.13,0.17,>,6.0,L
2026,9955598,19,1,3220.84,0.1,0.08,,,,,,,>,6.0,L
2027,9955598,19,2,3291.03,0.23,0.21,,,,,,,>,6.0,L
2028,9955598,20,0,3300.49,0.07,0.07,1.86,0.09,0.12,0.85,0.16,0.16,>,6.0,L
2029,9955598,20,1,3373.93,0.06,0.07,,,,,,,>,6.0,L
2030,9955598,20,2,3444.62,0.2,0.18,,,,,,,>,6.0,L
2031,9955598,21,0,3453.59,0.06,0.06,2.17,0.09,0.11,0.74,0.13,0.15,>,6.0,L
2032,9955598,21,1,3527.13,0.07,0.08,,,,,,,>,6.0,L
2033,9955598,21,2,3597.62,0.21,0.19,,,,,,,>,6.0,L
2034,9955598,22,0,3606.3,0.1,0.09,1.97,0.09,0.11,1.2,0.17,0.22,>,6.0,L
2035,9955598,22,1,3680.37,0.11,0.12,,,,,,,>,6.0,L
2036,9955598,22,2,3750.87,0.33,0.37,,,,,,,,2.69,L
2037,9955598,23,0,3760.04,0.17,0.15,2.17,0.1,0.11,1.97,0.27,0.27,>,6.0,L
2038,9955598,23,1,3833.92,0.15,0.14,,,,,,,>,6.0,L
2039,9955598,23,2,3904.39,0.38,0.37,,,,,,,>,6.0,L
2040,9955598,24,0,3913.25,0.18,0.2,1.73,0.13,0.1,1.67,0.35,0.36,>,6.0,L
2041,9955598,24,1,3987.72,0.23,0.23,,,,,,,>,6.0,L
2042,9955598,24,2,4062.58,1.32,1.33,,,,,,,,0.38,L
2043,9955598,25,0,4066.77,0.47,0.48,1.56,0.11,0.11,3.37,0.62,0.85,>,6.0,L
2044,9955598,25,1,4142.73,0.52,0.49,,,,,,,>,6.0,L
2045,9955598,25,2,4215.22,0.93,0.91,,,,,,,,0.45,L
2046,9955598,26,0,4222.41,0.8,0.64,1.49,0.08,0.09,3.93,0.78,0.57,,3.04,L
2047,9955598,26,1,4296.63,0.45,0.51,,,,,,,,3.48,L
2048,9955598,27,1,4453.44,0.76,0.86,,,,,,,,2.2,L
2049,9965715,13,1,1424.47,0.65,0.55,,,,,,,,2.2,L
2050,9965715,13,2,1468.21,3.25,2.62,,,,,,,,-0.71,L
2051,9965715,14,0,1476.04,0.65,0.72,1.72,0.13,0.09,2.68,0.65,0.68,,1.92,L
2052,9965715,14,1,1522.27,0.52,0.5,,,,,,,,3.78,L
2053,9965715,14,2,1570.26,4.22,2.07,,,,,,,,1.43,L
2054,9965715,15,0,1574.69,0.27,0.29,2.05,0.14,0.14,2.84,0.64,0.77,>,6.0,L
2055,9965715,15,1,1618.95,0.36,0.4,,,,,,,>,6.0,L
2056,9965715,15,2,1663.71,1.19,1.26,,,,,,,>,6.0,L
2057,9965715,16,0,1670.99,0.24,0.29,2.39,0.14,0.15,2.37,0.55,0.73,>,6.0,L
2058,9965715,16,1,1714.04,0.3,0.29,,,,,,,>,6.0,L
2059,9965715,16,2,1757.2,0.96,0.7,,,,,,,,3.02,L
2060,9965715,17,0,1765.96,0.21,0.23,3.17,0.14,0.15,3.3,0.59,0.52,>,6.0,L
2061,9965715,17,1,1809.8,0.29,0.27,,,,,,,>,6.0,L
2062,9965715,17,2,1853.25,0.93,0.99,,,,,,,>,6.0,L
2063,9965715,18,0,1861.37,0.26,0.27,3.42,0.15,0.15,4.21,0.69,0.63,>,6.0,L
2064,9965715,18,1,1905.28,0.26,0.26,,,,,,,>,6.0,L
2065,9965715,18,2,1949.23,0.52,0.38,,,,,,,>,6.0,L
2066,9965715,19,0,1957.86,0.18,0.18,3.79,0.12,0.16,2.49,0.28,0.55,>,6.0,L
2067,9965715,19,1,2002.91,0.14,0.15,,,,,,,>,6.0,L
2068,9965715,19,2,2047.9,0.44,0.42,,,,,,,,4.26,L
2069,9965715,20,0,2055.61,0.17,0.18,3.88,0.15,0.14,2.63,0.41,0.47,>,6.0,L
2070,9965715,20,1,2100.44,0.18,0.15,,,,,,,>,6.0,L
2071,9965715,20,2,2145.86,0.52,0.54,,,,,,,>,6.0,L
2072,9965715,21,0,2153.19,0.22,0.22,3.77,0.14,0.15,2.89,0.37,0.47,>,6.0,L
2073,9965715,21,1,2198.53,0.2,0.21,,,,,,,>,6.0,L
2074,9965715,21,2,2242.52,0.6,0.63,,,,,,,>,6.0,L
2075,9965715,22,0,2250.74,0.25,0.26,3.83,0.17,0.11,4.02,0.4,0.45,>,6.0,L
2076,9965715,22,1,2296.8,0.28,0.3,,,,,,,>,6.0,L
2077,9965715,22,2,2342.32,0.92,0.89,,,,,,,>,6.0,L
2078,9965715,23,0,2349.16,0.38,0.41,3.06,0.15,0.12,4.89,0.72,0.6,>,6.0,L
2079,9965715,23,1,2394.84,0.42,0.43,,,,,,,>,6.0,L
2080,9965715,23,2,2437.86,0.89,0.78,,,,,,,,3.39,L
2081,9965715,24,0,2446.02,0.46,0.52,2.7,0.16,0.12,5.3,1.16,1.1,>,6.0,L
2082,9965715,24,1,2492.57,0.64,0.6,,,,,,,>,6.0,L
2083,9965715,24,2,2536.66,2.15,1.77,,,,,,,>,6.0,L
2084,9965715,25,0,2545.31,0.58,0.54,2.34,0.13,0.14,6.16,1.12,0.94,>,6.0,L
2085,9965715,25,1,2591.24,0.96,1.09,,,,,,,,3.74,L
2086,9965715,25,2,2639.84,1.91,1.86,,,,,,,,0.91,L
2087,9965715,26,0,2646.62,2.31,2.6,1.84,0.13,0.16,6.85,1.6,1.4,,3.36,L
2088,9965715,26,1,2694.12,1.57,2.13,,,,,,,,2.61,L
2089,10068307,9,1,578.28,0.13,0.14,,,,,,,>,6.0,L
2090,10068307,9,2,603.15,0.54,0.89,,,,,,,,1.58,L
2091,10068307,10,0,607.01,0.15,0.15,1.88,0.1,0.09,0.9,0.17,0.2,>,6.0,L
2092,10068307,10,1,628.71,0.14,0.14,,,,,,,>,6.0,L
2093,10068307,10,2,653.42,0.31,0.27,,,,,,,,2.34,L
2094,10068307,11,0,658.49,0.12,0.11,2.2,0.14,0.12,1.17,0.18,0.27,>,6.0,L
2095,10068307,11,1,680.64,0.19,0.21,,,,,,,>,6.0,L
2096,10068307,11,2,709.74,0.57,0.65,,,,,,,>,6.0,L
2097,10068307,12,0,711.17,0.29,0.28,2.36,0.1,0.16,2.13,0.28,0.34,>,6.0,L
2098,10068307,12,1,734.17,0.14,0.13,,,,,,,>,6.0,L
2099,10068307,12,2,761.35,0.21,0.19,,,,,,,>,6.0,L
2100,10068307,13,0,765.31,0.1,0.11,3.74,0.16,0.11,1.76,0.23,0.2,>,6.0,L
2101,10068307,13,1,787.75,0.11,0.11,,,,,,,>,6.0,L
2102,10068307,13,2,814.37,0.23,0.22,,,,,,,>,6.0,L
2103,10068307,14,0,818.34,0.15,0.15,4.39,0.13,0.14,2.38,0.21,0.22,>,6.0,L
2104,10068307,14,1,840.23,0.09,0.1,,,,,,,>,6.0,L
2105,10068307,14,2,866.55,0.15,0.15,,,,,,,>,6.0,L
2106,10068307,15,0,870.74,0.11,0.1,5.53,0.16,0.16,2.02,0.15,0.18,>,6.0,L
2107,10068307,15,1,892.88,0.08,0.07,,,,,,,>,6.0,L
2108,10068307,15,2,919.94,0.16,0.17,,,,,,,>,6.0,L
2109,10068307,16,0,923.81,0.1,0.1,5.76,0.18,0.15,1.94,0.21,0.14,>,6.0,L
2110,10068307,16,1,946.57,0.07,0.07,,,,,,,>,6.0,L
2111,10068307,16,2,973.76,0.16,0.17,,,,,,,>,6.0,L
2112,10068307,17,0,977.89,0.1,0.09,5.86,0.17,0.16,2.04,0.17,0.18,>,6.0,L
2113,10068307,17,1,1000.84,0.09,0.08,,,,,,,>,6.0,L
2114,10068307,17,2,1028.86,0.17,0.18,,,,,,,>,6.0,L
2115,10068307,18,0,1032.52,0.1,0.11,5.85,0.16,0.15,2.28,0.17,0.15,>,6.0,L
2116,10068307,18,1,1055.39,0.09,0.08,,,,,,,>,6.0,L
2117,10068307,18,2,1083.4,0.2,0.18,,,,,,,>,6.0,L
2118,10068307,19,0,1086.79,0.14,0.14,5.31,0.16,0.14,2.64,0.18,0.19,>,6.0,L
2119,10068307,19,1,1109.59,0.11,0.1,,,,,,,>,6.0,L
2120,10068307,19,2,1137.17,0.31,0.29,,,,,,,>,6.0,L
2121,10068307,20,0,1141.11,0.2,0.19,4.86,0.1,0.18,3.81,0.25,0.27,>,6.0,L
2122,10068307,20,1,1163.83,0.12,0.13,,,,,,,>,6.0,L
2123,10068307,20,2,1191.85,0.41,0.38,,,,,,,>,6.0,L
2124,10068307,21,0,1194.68,0.21,0.25,3.79,0.12,0.1,3.9,0.37,0.29,>,6.0,L
2125,10068307,21,1,1218.28,0.16,0.15,,,,,,,>,6.0,L
2126,10068307,21,2,1246.74,0.48,0.42,,,,,,,>,6.0,L
2127,10068307,22,0,1249.75,0.32,0.35,3.36,0.12,0.09,5.23,0.44,0.42,>,6.0,L
2128,10068307,22,1,1273.88,0.23,0.22,,,,,,,>,6.0,L
2129,10068307,22,2,1300.98,0.57,0.48,,,,,,,>,6.0,L
2130,10068307,23,0,1304.86,0.35,0.38,2.64,0.1,0.09,4.68,0.46,0.66,>,6.0,L
2131,10068307,23,1,1328.72,0.26,0.3,,,,,,,>,6.0,L
2132,10068307,23,2,1356.84,0.83,0.96,,,,,,,>,6.0,L
2133,10068307,24,0,1359.73,0.61,0.71,2.12,0.09,0.09,7.2,0.79,0.73,>,6.0,L
2134,10068307,24,1,1383.88,0.43,0.46,,,,,,,>,6.0,L
2135,10068307,24,2,1409.31,1.62,1.56,,,,,,,,0.7,L
2136,10068307,25,0,1415.55,1.0,0.92,1.58,0.08,0.09,6.73,0.76,1.01,,3.46,L
2137,10068307,25,1,1440.86,0.82,0.8,,,,,,,,3.42,L
2138,10079226,16,0,2023.32,0.96,1.01,1.66,0.47,0.44,1.94,1.13,1.52,>,6.0,L
2139,10079226,16,1,2078.0,0.52,0.43,,,,,,,>,6.0,L
2140,10079226,16,2,2129.26,2.26,1.9,,,,,,,,0.26,L
2141,10079226,17,0,2138.03,0.36,0.3,1.81,0.26,0.32,1.06,0.5,0.82,,2.64,L
2142,10079226,17,1,2192.11,0.44,0.38,,,,,,,>,6.0,L
2143,10079226,17,2,2243.52,1.16,1.06,,,,,,,,-0.06,L
2144,10079226,18,0,2252.93,0.55,0.51,1.8,0.26,0.36,2.02,1.01,1.16,,2.16,L
2145,10079226,18,1,2306.74,0.3,0.29,,,,,,,>,6.0,L
2146,10079226,18,2,2358.81,0.91,1.13,,,,,,,,0.65,L
2147,10079226,19,0,2367.83,0.2,0.23,2.44,0.27,0.23,1.06,0.34,0.49,>,6.0,L
2148,10079226,19,1,2422.53,0.22,0.21,,,,,,,>,6.0,L
2149,10079226,19,2,2474.85,0.81,0.8,,,,,,,,0.82,L
2150,10079226,20,0,2483.94,0.26,0.3,2.67,0.27,0.23,1.63,0.45,0.6,>,6.0,L
2151,10079226,20,1,2539.29,0.22,0.25,,,,,,,>,6.0,L
2152,10079226,20,2,2591.34,0.41,0.41,,,,,,,>,6.0,L
2153,10079226,21,0,2600.86,0.22,0.22,3.16,0.25,0.22,1.54,0.29,0.41,>,6.0,L
2154,10079226,21,1,2655.38,0.21,0.23,,,,,,,>,6.0,L
2155,10079226,21,2,2706.61,1.12,0.91,,,,,,,,1.31,L
2156,10079226,22,0,2716.92,0.31,0.35,2.78,0.26,0.25,1.77,0.47,0.5,>,6.0,L
2157,10079226,22,1,2771.91,0.26,0.25,,,,,,,>,6.0,L
2158,10079226,22,2,2824.69,1.2,1.01,,,,,,,,0.97,L
2159,10079226,23,0,2833.07,0.51,0.47,2.5,0.27,0.27,2.85,0.76,0.85,>,6.0,L
2160,10079226,23,1,2889.54,0.7,0.95,,,,,,,>,6.0,L
2161,10079226,23,2,2939.15,1.01,0.99,,,,,,,>,6.0,L
2162,10079226,24,0,2949.38,0.65,0.81,2.1,0.38,0.24,2.51,0.89,1.35,>,6.0,L
2163,10079226,24,1,3004.37,0.79,0.79,,,,,,,>,6.0,L
2164,10079226,24,2,3059.07,2.1,2.57,,,,,,,,-0.52,L
2165,10079226,25,0,3070.79,1.3,3.16,2.66,0.46,0.31,7.89,2.39,2.95,,1.78,L
2166,10079226,25,2,3173.11,2.1,2.13,,,,,,,,-0.51,L
2167,10079226,26,0,3184.27,0.89,0.92,1.39,0.43,0.45,0.96,0.82,2.49,,1.82,L
2168,10079226,27,0,3301.82,0.73,0.48,1.84,0.46,0.58,0.6,0.59,4.12,>,6.0,L
2169,10162436,8,1,540.09,0.4,0.31,,,,,,,>,6.0,L
2170,10162436,9,1,595.71,0.15,0.17,,,,,,,>,6.0,L
2171,10162436,10,0,626.75,0.12,0.11,1.64,0.11,0.12,0.76,0.19,0.22,>,6.0,L
2172,10162436,10,1,649.77,0.16,0.18,,,,,,,>,6.0,L
2173,10162436,10,2,675.44,0.64,0.45,,,,,,,,0.59,L
2174,10162436,11,0,678.86,0.17,0.15,2.1,0.13,0.18,1.06,0.26,0.44,>,6.0,L
2175,10162436,11,1,702.54,0.17,0.19,,,,,,,>,6.0,L
2176,10162436,11,2,729.05,0.62,0.51,,,,,,,>,6.0,L
2177,10162436,12,0,733.19,0.29,0.31,2.65,0.16,0.16,2.19,0.36,0.47,>,6.0,L
2178,10162436,12,1,756.78,0.14,0.15,,,,,,,>,6.0,L
2179,10162436,12,2,784.09,0.37,0.32,,,,,,,>,6.0,L
2180,10162436,13,0,788.69,0.22,0.19,3.07,0.13,0.17,1.94,0.27,0.27,>,6.0,L
2181,10162436,13,1,812.62,0.12,0.12,,,,,,,>,6.0,L
2182,10162436,13,2,840.07,0.34,0.32,,,,,,,>,6.0,L
2183,10162436,14,0,844.35,0.13,0.14,3.79,0.14,0.19,2.01,0.24,0.32,>,6.0,L
2184,10162436,14,1,867.83,0.11,0.11,,,,,,,>,6.0,L
2185,10162436,14,2,895.16,0.2,0.22,,,,,,,>,6.0,L
2186,10162436,15,0,898.73,0.22,0.23,4.96,0.19,0.17,2.67,0.26,0.27,>,6.0,L
2187,10162436,15,1,922.32,0.12,0.12,,,,,,,>,6.0,L
2188,10162436,15,2,949.47,0.3,0.28,,,,,,,>,6.0,L
2189,10162436,16,0,953.23,0.14,0.14,5.33,0.2,0.17,2.69,0.29,0.25,>,6.0,L
2190,10162436,16,1,976.63,0.1,0.1,,,,,,,>,6.0,L
2191,10162436,16,2,1004.7,0.25,0.25,,,,,,,>,6.0,L
2192,10162436,17,0,1008.43,0.18,0.16,5.56,0.22,0.16,2.79,0.28,0.27,>,6.0,L
2193,10162436,17,1,1032.49,0.1,0.11,,,,,,,>,6.0,L
2194,10162436,17,2,1061.25,0.22,0.21,,,,,,,>,6.0,L
2195,10162436,18,0,1064.34,0.15,0.15,5.26,0.19,0.18,2.42,0.25,0.26,>,6.0,L
2196,10162436,18,1,1088.99,0.12,0.12,,,,,,,>,6.0,L
2197,10162436,18,2,1117.34,0.3,0.31,,,,,,,>,6.0,L
2198,10162436,19,0,1121.03,0.19,0.2,4.86,0.18,0.17,3.48,0.28,0.26,>,6.0,L
2199,10162436,19,1,1145.43,0.13,0.12,,,,,,,>,6.0,L
2200,10162436,19,2,1173.83,0.26,0.27,,,,,,,>,6.0,L
2201,10162436,20,0,1177.43,0.2,0.2,4.8,0.17,0.17,3.16,0.27,0.25,>,6.0,L
2202,10162436,20,1,1202.09,0.14,0.15,,,,,,,>,6.0,L
2203,10162436,20,2,1230.09,0.42,0.36,,,,,,,>,6.0,L
2204,10162436,21,0,1233.56,0.26,0.31,4.03,0.13,0.16,4.35,0.32,0.42,>,6.0,L
2205,10162436,21,1,1258.22,0.16,0.17,,,,,,,>,6.0,L
2206,10162436,21,2,1286.16,0.4,0.42,,,,,,,>,6.0,L
2207,10162436,22,0,1290.09,0.29,0.28,3.48,0.14,0.13,4.09,0.45,0.39,>,6.0,L
2208,10162436,22,1,1314.32,0.2,0.24,,,,,,,>,6.0,L
2209,10162436,22,2,1343.08,0.93,0.77,,,,,,,>,6.0,L
2210,10162436,23,0,1346.33,0.45,0.55,3.02,0.13,0.14,5.95,0.61,0.72,>,6.0,L
2211,10162436,23,1,1371.73,0.34,0.33,,,,,,,>,6.0,L
2212,10162436,23,2,1397.64,0.73,0.58,,,,,,,>,6.0,L
2213,10162436,24,0,1402.03,0.54,0.54,2.4,0.12,0.13,5.17,0.67,1.03,>,6.0,L
2214,10162436,24,1,1428.18,0.36,0.39,,,,,,,>,6.0,L
2215,10162436,24,2,1456.33,1.03,0.91,,,,,,,>,6.0,L
2216,10162436,25,0,1460.26,1.02,1.21,2.02,0.11,0.14,6.55,0.94,1.31,,5.12,L
2217,10162436,25,1,1486.28,0.57,0.63,,,,,,,>,6.0,L
2218,10162436,25,2,1512.29,0.94,1.04,,,,,,,>,6.0,L
2219,10162436,26,0,1514.29,1.29,0.75,1.54,0.14,0.15,6.24,1.51,1.92,,3.51,L
2220,10454113,12,1,1444.83,0.56,0.43,,,,,,,>,6.0,L
2221,10454113,13,0,1498.39,0.76,0.87,1.27,0.13,0.1,5.08,1.52,2.25,,2.55,L
2222,10454113,13,1,1549.57,2.59,1.76,,,,,,,,2.33,L
2223,10454113,13,2,1591.51,1.46,1.8,,,,,,,,1.32,L
2224,10454113,14,0,1603.94,1.53,1.3,1.03,0.16,0.17,8.61,4.26,2.25,,3.08,L
2225,10454113,14,1,1651.82,0.69,0.56,,,,,,,>,6.0,L
2226,10454113,14,2,1697.78,1.08,1.16,,,,,,,,0.33,L
2227,10454113,15,0,1707.93,0.44,0.42,1.71,0.11,0.11,5.37,1.21,1.22,>,6.0,L
2228,10454113,15,1,1756.24,0.35,0.32,,,,,,,>,6.0,L
2229,10454113,15,2,1804.27,1.28,1.02,,,,,,,,1.41,L
2230,10454113,16,0,1812.89,0.33,0.27,1.66,0.1,0.1,3.55,0.81,0.76,>,6.0,L
2231,10454113,16,1,1861.43,0.27,0.27,,,,,,,>,6.0,L
2232,10454113,16,2,1906.11,0.46,0.54,,,,,,,,3.5,L
2233,10454113,17,0,1916.09,0.22,0.22,2.13,0.11,0.07,3.15,0.52,0.63,>,6.0,L
2234,10454113,17,1,1964.66,0.18,0.18,,,,,,,>,6.0,L
2235,10454113,17,2,2010.56,0.55,0.51,,,,,,,,3.87,L
2236,10454113,18,0,2018.83,0.22,0.24,2.53,0.08,0.09,3.76,0.61,0.62,>,6.0,L
2237,10454113,18,1,2067.71,0.15,0.17,,,,,,,>,6.0,L
2238,10454113,18,2,2112.25,0.31,0.42,,,,,,,>,6.0,L
2239,10454113,19,0,2122.59,0.21,0.16,2.98,0.08,0.09,3.48,0.33,0.42,>,6.0,L
2240,10454113,18,3,2161.71,1.92,1.61,,,,,,,,0.18,L
2241,10454113,19,1,2171.62,0.13,0.13,,,,,,,>,6.0,L
2242,10454113,19,2,2217.68,0.3,0.29,,,,,,,>,6.0,L
2243,10454113,20,0,2227.45,0.15,0.16,3.07,0.06,0.1,3.41,0.52,0.39,>,6.0,L
2244,10454113,19,3,2269.22,1.2,1.22,,,,,,,,2.06,L
2245,10454113,20,1,2276.89,0.12,0.14,,,,,,,>,6.0,L
2246,10454113,20,2,2323.77,0.31,0.24,,,,,,,>,6.0,L
2247,10454113,21,0,2333.17,0.14,0.13,3.19,0.08,0.08,2.92,0.3,0.56,>,6.0,L
2248,10454113,20,3,2370.21,1.07,0.98,,,,,,,,2.85,L
